IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
23,3,BNSF,HL0323121,,,,,23,3,BNSF,HL0323121,,,23,3,20,5,45,AM,1,0,0,0,0,,ST LOUIS,7.3,29,34,1,1,10,R,QSPM,3,1607,1,Y,1498,1,0,2,BNSF,237483,12,Y,,,0,,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,22100,500,M505,,0,0,0,0,M505,2,1,10,22600,,29C510,0,0,0,1,0,1,0,8,35,8,35,1,6,,CL,,,,144,,2023,0,0,0,0,0,0,ST LOUIS CITY,510,,,,N,OTH,000-000-000,Q-SPMSTL1-19A WAS PULLING INTO YARD TRACK 1498 AND DERAILED 1 RAILCAR AT THE CROSSOVER SWITCH. CAUSE,IS UNDER INVESTIGATION. NO HAZMAT RELEASED.,,,,,,,,,,,,,,0,38.599869,-90.31644,2,5,K,,,CUBA
23,2,UP,0223HL018,,,,,23,2,ZAGP,INDUSTRY,,,23,2,20,12,35,PM,1,0,0,0,0,,ST JOSEPH,351.2,29,56,2,1,5,R,YSJ5,1,5716,7,Y,INDUSTRY 708,1,,4,CEFX,320456,31,Y,,,0,,2,0,2,0,0,0,0,0,0,0,40,0,9,0,0,6,0,0,0,0,103128,12596,T110,T001,0,0,0,0,T110,4,1,5,115724,,29C021,0,0,0,2,0,0,0,5,5,,,1,6,,CL,,,,672,,2023,0,0,0,0,0,0,BUCHANAN,21,,,,N,OTH,000-000-000,THE YSJ54R-20 WAS MAKING PULL OUT MOVE FROM INDUSTRY TOWARD YARD NORTHWARD WITH RCL IN LEAD AND BRAK,EMAN CONTROLLING MOVE. JOB WAS PULLING A 49 CAR CUT AFTER COUPLING INDUSTRY TRACKS. FOREMAN WAS RIDI,NG REAR OF CUT WHEN 31ST CAR FROM HEAD END DERAILED DUE TO WIDE GAUGE. CARS CONTINUED TO TRAVEL NORT,"HWARD UNTIL ROLLING RAIL AT SWITCH, CAUSING CARS 31-33 FROM HEAD END TO TIP ONTO THEIR SIDE. AS THE","FOREMAN CLEARED INDUSTRY CARS AND WAS ABLE TO SEE THE CARS DERAILED, MOVEMENT WAS STOPPED. IN ALL, S",IX CARS DERAILED. CARS CAME TO REST WITH THE THREE CARS ON THEIR SIDE FOULING THE ATCHISON INDUSTRIA,"L LEAD. NO HAZARDOUS RELEASES, NO INJURIES. **INDUSTRY MAINTAINS TRACK**",,,,,,,,,3,39.728407,-94.873409,2,5,L,,,ATCHISON IND LD
23,3,BNSF,HL0323118,,,,,23,3,BNSF,HL0323118,,,23,3,17,11,39,AM,1,0,0,0,0,,ST JOSEPH,60,29,40,2,2,3,E,DSJO,4,0,8,Y,6103,1,0,2,BNSF,1600,1,,,,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,0,H306,,0,0,0,0,H306,2,1,8,58400,,29C021,0,0,0,1,0,1,0,3,37,3,37,1,6,,CL,,,,180,,2023,0,0,0,0,0,0,BUCHANAN,21,,,,N,OTH,,"Y-SJO1012-17A WAS PULLING OUT OF YARD TRACK AND IMPACTED D-SJOLIN1-17G, DERAILING 2 LOCOMOTIVES AND",1 RAILCAR DUE TO NOT PROTECTING SHOVE MOVEMENT. 700 GALLONS OF FUEL WAS SPILLED.,,,,,,,,,,,,,,0,39.735023,-94.854687,2,5,K,,,ST JOSEPH
23,1,TSWS,287202301,,,,,23,1,TSWS,287202301,,,23,1,31,11,30,PM,1,0,0,0,0,,KANSAS CITY,,29,26,4,1,3,E,JOB,2,6457,1,Y,BUSINESS TRACK,2,100,2,VTGX,550032,32,Y,,,0,,2,0,0,0,0,0,0,0,0,0,50,0,16,0,0,7,0,1,0,0,10000,25000,H503,H524,0,0,0,0,H503,2,2,3,35000,,29C095,0,0,0,1,,1,1,6,30,6,30,1,6,,Cl,,,,204,,2023,0,0,0,0,0,0,JACKSON,95,0,0,,N,CWR,000-000-000,THE ENGINEER OF IFG JOB 1 FAILED TO ALLOW HIS BRAKES TO FULLY RELEASE ON HIS TRAIN. THE ENGINEER WEN,T TO NOTCH 8 CAUSING SEVERE IN TRAIN FORCES WHICH RESULTED IN ROLLED RAIL AND 8 MANIFEST CARS DERAIL,ING.,,,,,,,,,,,,,0,38.833488,-94.565327,2,5,K,,,PITTSBURG
23,3,TSWS,2870301,,,,,23,3,TSWS,2870301,,,23,3,1,8,30,PM,12,0,0,0,0,,KANSAS CITY,,29,34,4,2,25,E,JOB,1,73,7,Y,201,2,100,2,BNSF,300963,1,Y,,,0,N,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,H022,H020,0,0,0,0,H022,2,2,25,10000,,29C095,0,0,0,1,,2,1,4,30,4,30,1,6,,Cl,,,,357,,2023,0,0,0,0,0,0,JACKSON,95,0,0,,N,CWR,000-000-000,"TSWS CONDUCTOR FAILED TO SECURE 1 AUTO RACK WHEN SET OUT OFF THE TRAIN. WHEN THE CONDUCTOR CUT AWAY,",THE AUTO RACK ROLLED DOWN TRACK 201 AND COLLIDED WITH A CUT OF RAIL CARS IN THE MIDDLE OF 201. WHEN,THE AUTO RACK MADE IMPACT IT CAUSED THE VEHICLES INSIDE TO BREAK THROUGH THE DOOR ON THE AUTO RACK,CAUSING TWO VEHICLES TO COME OUT THE END OF THE RAIL CAR.,,,,,,,,,,,,0,38.844641,-94.560458,2,5,K,,,PITTSBURG
23,1,GTW,1122128,,,,,23,1,GTW,1122128,,,23,1,4,9,0,PM,13,0,0,0,0,,FLINT,263.75,26,21,4,1,8,E,L507,3,0,8,Y,SPEED TRACK,1,,2,IC,2718,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23564,0,H607,,0,0,0,0,H607,2,1,8,23564,,26C049,0,0,0,0,0,1,0,7,14,7,14,1,4,,No,,,,276,,2023,0,0,0,0,0,0,GENESEE,49,,,,N,OTH,000-000-000,"CONDUCTOR LINED POWER INTO THE SPEED STUB TRACK, AND THEN THE ENGINEER PROCEEDED WITH STORT NOSE FOR",WARD. ENGINEER FAILED TO STOP MOVEMENT BEFORE WHEELS STOP AT THE END OF TRACK. LOCOMOTIVE PLOW STRUC,"K THE WHEEL STOPS CAUSING DAMAGE TO THE PLOW, STEPS AND VERTICAL HAND HOLDS.",,,,,,,,,,,,,0,42.966724,-83.786201,2,5,,,,FLINT
23,1,CRSH,146703,,,,,23,1,CRSH,146703,,,23,1,11,7,56,PM,1,0,0,0,0,,DETROIT,1,26,41,3,1,5,E,FD41,2,3226,1,Y,DOUBLE-MAIN 2,2,0,1,CTTX,690933,29,N,,,0,,2,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,1,0,0,3423,45696,H514,,0,0,0,0,H514,1,2,5,49119,,26C163,0,0,0,1,0,1,0,3,30,3,30,1,4,,Cl,,,,58,,2023,0,0,0,0,0,0,WAYNE,163,0,0,,N,CWR,000-000-000,TRAIN DERAILED ONE RAILCAR WHILE PULLING OUT OF NORTH YARD,,,,,,,,,,,,,,,0,42.392408,-83.047721,1,1,L,,,DETROIT
23,1,GTW,1124027,,,,,23,1,CRSH,146716,,,23,1,31,11,45,PM,1,0,0,0,0,,DETROIT,51.22,26,12,4,1,10,E,E 28,2,5704,1,Y,51.22 SHARED ASSETS,1,11.9,1,TTGX,992493,94,N,TTGX,992493,94,N,1,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,8,0,0,188832,0,E00C,,0,0,0,0,E00C,1,2,10,194047,,26C163,0,0,0,1,0,1,0,,,,,2,4,,No,,,,350,,2023,0,0,0,0,0,0,WAYNE,163,,,,N,CWR,,CREW WAS PULLING THROUGH VINEWOOD ONTO THE SHARED ASSETS WHEN THEY WENT INTO EMERGENCY. UPON INSPECT,"ION, IT WAS FOUND THAT LINES 42-50 HAD DERAILED WITH 8 CARS ON THEIR SIDE, AND 1 CAR LEANING OVER TH",E SCOTTEN ST OVERPASS. NO INJURIES REPORTED. CAUSE WAS DUE TO AN AIR HOSE SEPARATION BETWEEN TTGX992,493 AND TTGX706144 CREATING THE STRING LINE EFFECT,,,,,,,,,,,,0,42.324539,-83.108826,1,1,Q,,,SHORE LINE
23,2,LSRC,D230203,,,,,23,2,HESR,HES319823O,,,23,2,3,7,47,AM,1,0,0,0,0,,KAWKAWLIN,56.53,26,22,4,1,10,R,Y301,2,3751,1,Y,SINGLE MAIN TRACK,1,149.72,1,ATW,171199,27,Y,,,0,,4,0,0,0,0,0,0,0,0,0,28,0,5,0,0,2,0,0,0,0,65914,0,M405,,0,0,0,0,M204,1,1,10,114738,,26C017,0,0,0,1,0,1,0,2,47,2,47,2,4,,Cl,,,,363,,2023,0,0,0,0,0,0,BAY,17,,,,N,OTH,000-000-000,Y301 .03 WAS SOUTHBOUND WHEN THE 27TH CAR IN THEIR TRAIN DERAILED APPROXIMATELY 2400' NORTH OF 2 MIL,E RD. TL-IE TRAIN CONTINUED SOUTH UNTIL THE DERAILED CAR HIT THE CROSSING AT 2 MILE RD AND TIPPED OV,"ER. DERAILMENT WAS A WHEEL LIFT DERAILMENT TO THE OUTSIDE OF A CURVE. THE 
TRACK/MECI IANICAL/OPERAT",ING WERE INVESTIGATED AND DOCUMENTED WITH NO FRA DEFECTS NOTED.,,,,,,,,,,,,0,43.650911,-83.93771,2,3,,,,SAGINAW
23,2,LSRC,D230211,,,,,23,2,LSRC,D230211,,,23,2,11,6,0,AM,1,0,0,0,0,,ESSEXVILLE,0.1,26,21,1,2,8,,388,2,2713,1,Y,ESSEXVILLE INDUSTRIA,1,3.97,4,BNSF,6343,2,N,,,0,,3,0,0,0,0,1,0,0,0,0,0,0,130,0,0,0,0,0,0,0,11474,6860,H524,,0,0,0,0,H524,4,1,8,18334,,26C017,0,0,0,1,0,1,0,9,40,9,40,1,4,,Cl,,,,556,,2023,0,0,0,0,0,0,BAY,17,,,,N,OTH,000-000-000,"THE 388 JOB WAS DOUBLING UP COAL EMPTIES AT A POWER PLANT IN ESSEXVILLE, MICHIGAN. IN THIS PROCESS T",HE CREW REALIZED THEY HAD MISSED A TRACK OF CARS. WHEN THEY MADE THE REVERSE MOVEMENT TO PICK UP THE,"SE CARS, IT IS BELIEVED THE LOCOMOTIVE ENGINEER DID NOT TAKE CAUTION RN REGULATING HIS HORSEPOWER WH","ICH LED TO EXTREME LATERAL FORCES CAUSING THE RAIL TO ROLL, THUS CAUSING THE SECOND LOCOMOTIVE IN TH","E CONSIST TO DERAIL AXELS 4 AND 5. AFTER NUS, THE ENGINEER WAS NOT AWARE THAT HE WAS DERAILED AND PR",OCEEDED TO PULL THE TRAIN ROUGHLY A MILE WHILE DERAILED.,,,,,,,,,,0,43.618839,-83.837989,2,5,K,,,BAY CITY
23,2,LSRC,D230221,,,,,23,2,LSRC,D230221,,,23,2,21,9,15,AM,1,1,1,0,0,,FLINT,29,26,35,2,1,4,E,Y101,2,2300,7,Y,C31,1,0.1,2,LRS,342,6,Y,,,0,,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,20277,2250,H020,,0,0,0,0,H020,2,1,4,22527,,26C049,0,0,0,1,0,1,0,2,15,,35,1,4,,Cl,,,,259,,2023,0,0,0,0,0,0,GENESEE,49,,,,,OTH,000-000-000,"WHILE SWITCHING CARS BETWEEN C31 AND C29 TRACKS AT THE SOUTH END OF COLDWATER YARD, THE CONDUCTOR FA",ILED TO APPLY A SUFFICIENT NUMBER OF HAND BRAKES TO THE CARS IN C31 THUS ALLOWING THE CARS TO ROLL O,UT FOUL OF C31 AND STRIKE THE EQUIPMENT BEING SOTRED IN C29,,,,,,,,,,,,,0,43.079955,-83.67645,2,5,,,,SAGINAW
23,2,HESR,HES319823O,23,2,LSRC,D230203,23,2,HESR,HES319823O,,,23,2,3,7,50,AM,1,0,0,0,0,,KAWKAWLIN,56.53,26,6,4,1,0,,,2,0,,,SINGLE MAIN TRACK,1,149.72,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48824,M204,,0,0,0,0,M204,1,1,10,114738,,26C017,0,0,0,,,,,,,,,1,4,,Cl,,,,353,,2023,0,0,0,0,0,0,BAY,17,,,,,,000-000-000,LAKE STATE RAILWAY CREW WAS TRAVELING ON THE HESR SAGINAW SUB AND EXPERIENCED AN UNDESIRED EMERGENCY,"BRAKE APPLICATION. UPON INSPECTION BY THE LSRC CONDUCTOR, 2 CARS WERE FOUND TO BE DERAILED, WITH ON","E OF THEM LANDING ON ITS SIDE. DERAILED BOX CARS WERE LOADED WITH PARTICLE BOARD. LSRC REPORTS $65,9","14 IN EQUIPMENT DAMAGES AND $48,824 IN TRACK DAMAGES.",,,,,,,,,,,,,43.650911,-83.93771,2,3,,,,SAGINAW
23,3,MACZ,173972,,,,,23,3,MACZ,173972,,,23,3,3,6,10,PM,1,0,0,0,0,,BALTIMORE,83.5,24,39,4,3,5,E,634,2,0,C,Y,B TRACK,1,,2,MACZ,7810,2,,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,6665,12000,T399,,0,0,0,0,T399,2,1,5,18665,,24C510,0,0,0,1,0,1,2,9,38,39,38,1,2,,No,,,,336,,2023,0,0,0,0,0,0,BALTIMORE CITY,510,,,,N,CWR,,AS MARC TRAIN 634 WAS OPRATING OVER THE G SWITCH AT MARTINS STATE AIRPORT YARD FACILITY CAR NUMBER 7,810 DERAILED ON A NON-REVENUE MOVE. THE EQUIPMENT WAS OPERATING SOUTH WITH THE ENGINEER RUNNING FROM,CAB CAR 7857. CAR 7810 WAS SECOND FROM THE SOUTH END OF THE CONSIST. IT IS BELIEVED THE SWITCH WAS,DAMAGED PRIOR TO CAR 7810 DERAILING.,,,,,,,,,,,,0,39.337629,-76.417579,2,5,K,,,SOUTH EAST
23,3,NS,152636,,,,,23,3,NS,152636,,,23,3,25,5,59,AM,1,0,0,0,0,,BALTIMORE,IP001.,24,45,1,1,6,E,H07H,2,0,1,Y,LOOP TRACK,1,20,2,CBTX,784507,33,N,,,0,,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0,2,0,7,0,0,9100,31894,T110,,0,0,0,0,T110,2,1,6,40994,,24C005,0,0,0,1,0,1,0,9,29,9,29,1,2,,CL,,,,98,,2023,0,0,0,0,0,0,BALTIMORE,5,,,,N,CWR,000-000-000,H07H024 PULLING 40 CARS FROM THE RELAY TRACKS THROUGH THE LOOP TRACK AND DERAILED THE REAR 9 CARS.,,,,,,,,,,,,,,,0,39.287421,-76.559359,2,5,K,,,PRESIDENT ST.TK.
23,1,NS,151979,,,,,23,1,NS,151979,,,23,1,11,8,50,PM,1,0,0,0,0,,SHARPSBURG,H010.1,24,40,,1,25,R,11ZH,2,9844,1,Y,SINGLE MAIN TRACK,4,341,1,CAEX,32601,7,Y,,,0,,4,0,0,0,0,0,0,0,0,0,65,0,31,0,0,21,0,4,0,0,1181788,395885,M505,,0,0,0,0,M505,1,4,25,1577673,,24C043,0,0,0,1,0,1,0,2,5,2,5,1,2,,CL,,,,95,,2023,0,0,0,0,0,0,WASHINGTON,43,,,,N,CWR,000-000-000,NS TRAIN 11ZH110 DERAILED 25 CARS. 3600 CUBIC FEET SALT AND 15000 POUNDS OF CORN MEAL RELEASED.,,,,,,,,,,,,,,,0,39.507042,-77.764528,1,1,J,,,HAGERSTOWN
23,1,UP,0123GC002,,,,,23,1,UP,0123GC002,,,23,1,5,3,50,PM,1,0,0,0,0,,LOTTIE,112.1,22,66,2,1,7,E,LLM2,2,2228,7,Y,YARD 022,1,,2,NS,210863,10,Y,NS,210863,10,Y,2,0,0,0,0,0,0,0,0,0,16,0,7,0,0,5,0,0,0,0,35756,51630,E33C,,0,0,0,0,E33C,2,1,7,87386,,22C077,0,0,0,2,0,0,0,1,20,,,1,5,,CL,,,,543,,2023,0,0,0,0,0,0,POINTE COUPEE,77,0,0,,N,CWR,000-000-000,THE LLM21R-21 BRAKEMAN WENT TO LIVONIA BOWL TRACK 17 TO PULL FIVE CARS AND KICK THEM TO TRACK 16. FR,"OM THERE, THE BRAKEMAN WENT BACK TO TRACK 17 TO PULL THE ENTIRE TRACK, HE THEN DOUBLED TRACK 17 TO 2","2. IN THE PROCESS OF GOING TO TRACK 22, THE CARS CAME APART, BRAKEMAN STOPPED TO CONFER WITH THE CON",DUCTOR THAT THEY CAME APART ONCE AGREED YARD CONTROLLER ADVISED BRAKEMAN TO PLACE BAD ORDER CARS INT,"O TRACK 17. IN WHICH HE DID ON THE RETURN BACK INTO TRACK 22, THE CARS STARTING DERAILING ABOUT 10 C",ARS BEHIND THE CAR THE BRAKEMAN WAS RIDING.,,,,,,,,,,3,30.521635,-91.550855,2,5,L,,,LIVONIA SUB
23,3,IC,1128206,,,,,23,3,IC,1128206,,,23,3,16,1,0,AM,1,0,0,0,0,,KENNER,900.75,22,53,4,1,9,R,G885,2,3112,1,Y,MAIN TRACKS,3,,1,CN,8928,1,,,,0,,2,0,0,0,0,2,0,0,0,0,0,0,101,0,0,0,0,1,0,0,85000,35000,T314,,0,0,0,0,T314,1,3,9,120000,,22C051,0,0,0,1,0,1,1,6,25,6,25,1,5,,Cl,,,,782,,2023,0,0,0,0,0,0,JEFFERSON,51,,,,N,CWR,000-000-000,G88571-15 WAS TRAVELING NORTH THROUGH ORLEANS JCT. SOUTH LEG MP 900.78 ON THE MCCOMB SUB. AS THE TRA,"IN ENTERED THE TRACK, THE ENGINEER FELT A BUMP AND STOPPED THE MOVEMENT AFTER REALIZING THE LEAD UNI",T WAS DERAILED. THEY REPORTED IT TO RTC WHO CONTACTED THE TRANSPORTATION MANGER ON DUTY. UPON ARRIVA,"L, IT WAS DISCOVERED THAT BOTH UNITS DERAILED ALONG WITH THE HEAD CAR. INVESTIGATION REVEALED THE HI",GH SIDE SWITCH POINT WAS WORN DOWN ALLOWING THE 1ST AXLE ON THE CN 2998 TO CLIMB BEHIND THE SWITCH P,OINT CAUSING AXLES 1 - 3 ON THE CN 2928 TO TRAVEL DOWN THE NORTH LEG OF ORLEANS JCT. AXLES 4 # 6 ON,THE CN 8928 CONTINUED TRAVELING ON THE ORLEANS JCT. NORTH LEG. THIS ACTION DERAILED ALL AXLES ON THE,"CN 8928, AXLES 1-3 ON THE BNSF 7563, AND THE HEAD 2 AXLES ON LINE #1 FURX 850519.",,,,,,,,0,29.979918,-90.259895,1,1,Q,,,MCCOMB
23,2,CSX,210072,,,,,23,2,CSX,210072,,,23,2,27,8,15,AM,1,0,0,0,0,,NEW ORLEANS,799,22,75,2,1,8,R,L800,1,7172,1,Y,SINGLE MAIN TRACK,1,1,1,CAIX,83095,7,N,,,0,,3,0,0,0,0,0,0,0,0,0,58,0,20,0,0,0,0,3,0,0,28189,13223,M204,,0,0,0,0,M204,1,1,8,41412,,22C071,0,0,0,1,1,1,0,2,15,2,15,1,5,,CL,,,,145,,2023,0,0,0,0,0,0,ORLEANS,71,0,0,,N,CWR,000-000-000,L80027 PULLING OUT OF NORTH END OF GENTILLY YARD DERAILED LINES 7-9 IN THEIR TRAIN. L80027 WAS ON PU,LL OF APPROXIMATELY 3000FT 2 THROTTLE NO AIR.,,,,,,,,,,,,,,0,30.013097,-89.987079,1,1,,,,NO & M
23,2,UP,0223GC019,,,,,23,2,UP,0223GC019,,,23,2,28,11,27,AM,13,0,0,0,0,,MARINGOUIN,112.35,22,76,2,1,0,E,,,31,5,N,YARD 307,1,,2,CCBX,58331,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24293,0,S016,,0,0,0,0,S016,2,1,0,24293,,22C077,0,0,0,0,0,0,0,,,,,1,5,,CL,,,,169,,2023,0,0,0,0,0,0,POINTE COUPEE,77,,,,N,CWR,000-000-000,SINGLE CAR FOUND DAMAGED IN OUTBOUND TRACK 307 AS CAR DEPARTMENT WAS PERFORMING A CLASS 1 INSPECTION,"ON 02/21/23. NO TRACK DAMAGE, NO DERAILMENT OR DAMAGE TO OTHER CARS.",,,,,,,,,,,,,,0,30.525322,-91.552395,2,5,L,,,LIVONIA SUB
23,2,UP,0223GC001,,,,,23,2,UP,0223GC001,,,23,2,1,11,50,PM,12,0,0,0,0,,WESTWEGO,10.8,22,56,4,4,2,E,,1,93,6,N,YARD 007,1,,2,UTLX,956361,1,N,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,14789,0,H310,H607,0,0,0,0,H310,2,1,5,16539,,22C051,0,0,0,0,0,0,0,,,,,3,5,,CL,,,,237,,2023,0,0,0,0,0,0,JEFFERSON,51,0,0,,N,CWR,000-000-000,"THE YAV27-01 WAS SWITCHING ON THE EAST END OF AVONDALE YARD, KICKED A CUT OF CARS IN TO TRACK 7. THE",CARS DID NOT COUPLE AND ROLLED BACK OUT ON TO THE LEAD. THE 27 WAS UNAWARE OF THIS AND SIDESWIPED T,HE CUT WHILE PULLING OUT OF 13 TRACK.,,,,,,,,,,,,,0,29.917559,-90.186494,2,5,L,,,LIVONIA SUB
23,2,UP,0223GC001,,,,,23,2,UP,0223GC001,,,23,2,1,11,50,PM,12,0,0,0,0,,WESTWEGO,10.8,22,56,4,4,5,E,YAV2,3,0,8,Y,YARD 007,1,,2,UP,1523,1,N,,,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,250,H310,H607,0,0,0,0,H310,2,1,5,16539,,22C051,0,0,0,1,0,1,1,8,50,8,50,1,5,,CL,,,,237,,2023,0,0,0,0,0,0,JEFFERSON,51,0,0,,N,CWR,000-000-000,"THE YAV27-01 WAS SWITCHING ON THE EAST END OF AVONDALE YARD, KICKED A CUT OF CARS IN TO TRACK 7. THE",CARS DID NOT COUPLE AND ROLLED BACK OUT ON TO THE LEAD. THE 27 WAS UNAWARE OF THIS AND SIDESWIPED T,HE CUT WHILE PULLING OUT OF 13 TRACK.,,,,,,,,,,,,,0,29.917559,-90.186494,2,5,L,,,LIVONIA SUB
23,2,UP,0223GC013,,,,,23,2,UP,0223GC013,,,23,2,17,1,41,PM,13,0,0,0,0,,LOTTIE,112.1,22,45,2,2,8,E,,2,59,7,N,YARD 500,1,,2,ROIX,59205,2,Y,,,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18709,0,M507,,0,0,0,0,M507,2,1,8,18709,,22C077,0,0,0,0,0,0,0,,,,,1,5,,CL,,,,251,,2023,0,0,0,0,0,0,POINTE COUPEE,77,,,,N,CWR,000-000-000,CREW OF THE MRELIX-08 FOUND CAR ROIX59205 IN TRACK 205 WITH DAMAGE. UPON INVESTIGATION IT IS UNDETER,MINED WHERE THE DAMAGE OCCURRED. ALL CARS ATTACHED TO ROIX59205 DO NOT HAVE DAMAGES. THE CAR WAS FOU,ND ON 2/17 AT 13:41. NO DERAILMENT OR TRACK DAMAGE.,,,,,,,,,,,,,2,30.520988,-91.551673,2,5,L,,,LIVONIA SUB
23,2,CSX,209799,,,,,23,2,CSX,209799,,226849X,23,2,14,12,3,PM,7,0,0,0,0,,ASHLAND,516.4,21,60,2,1,31,R,M652,4,3861,1,Y,#1 MAIN TRACK,3,59.8,1,CSXT,3340,1,N,,,0,,5,0,0,0,0,0,0,0,0,0,20,0,39,0,0,0,0,0,0,0,18623,490,M302,,1,0,1,0,M302,1,3,31,19113,,21C019,0,0,1,1,0,1,0,9,48,9,48,1,3,,CL,,,,77,,2023,0,0,0,0,1,0,BOYD,19,0,0,,N,CWR,000-000-000,M65212 STRUCK AN OCCUPIED DUMP TRUCK AT MP CA 516.39 RESULTING IN A FATALITY.,,,,,,,,,,,,,,,0,38.450953,-82.612202,1,1,,,,KANAWHA
23,2,BNSF,KS0223101,,,,,23,2,BNSF,KS0223101,,,23,2,7,10,26,AM,1,0,0,0,0,,KANSAS CITY,4.6,20,50,2,1,3,E,YKCK,3,7696,7,Y,2034,1,0,2,ITFX,78751,22,Y,,,0,,1,0,0,0,0,0,0,0,0,0,59,0,29,0,0,1,0,0,0,0,9306,3500,M407,,0,0,0,0,M407,2,1,3,43839,,20C209,0,0,0,1,0,1,1,3,56,3,56,1,6,,CL,,,,251,,2023,0,0,0,0,0,0,WYANDOTTE,209,,,,N,OTH,000-000-000,Y-KCK022-07A CLASSIFIED A CUT OF CARS THAT OVERSPEED THROUGH RETARDER DUE TO FOREIGN SUBSTANCE ON WH,EELS AND CAUSING RETARDER SYSTEM TO SUFFICIENTLY SLOW RAILCARS DOWN AND IMPACTING THE Y-KCK1031-07A.,CAUSING 4 RAILCARS TO DERAILS. NO HAZMAT RELEASED.,,,,,,,,,,,,,0,39.082185,-94.677828,2,5,K,,,EMPORIA
23,2,BNSF,KS0223102,,,,,23,2,BNSF,KS0223102,,,23,2,7,2,30,PM,12,0,0,0,0,,KANSAS CITY,6.3,20,50,2,1,3,E,YKCK,3,8200,7,Y,2036,1,0,2,STLX,2105,40,Y,,,0,,1,0,0,0,0,0,0,0,0,0,45,0,46,0,0,0,0,0,0,0,50895,0,M407,,0,0,0,0,M407,2,1,3,50895,,20C209,0,0,0,0,0,1,1,,,6,31,1,6,,CL,,,,226,,2023,0,0,0,0,0,0,WYANDOTTE,209,,,,N,OTH,000-000-000,Y-KCK1022-07A CLASSIFIED CARS INTO YARD TRACK 2036. ONE RAILCAR WAS OVERSPEED DUE TO GREASE ON WHEEL,S AND HUMP RETARDER FAILED TO SUFFICIENTLY SLOW THE CAR DOWN AND CAUSING DAMAGE TO RAILCAR. NO DERAI,LMENT. NO HAZMAT RELEASED.,,,,,,,,,,,,,3,39.08537,-94.69011,2,5,K,,,EMPORIA
