incdtno,year,month,day,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd
133643,19,4,21,5,25,AM,12,13,46,1,1.0,0,0,2,0,H,2,3,3,3,21
133643,19,4,21,5,25,AM,12,13,46,1,1.0,10,0,5,4,H,2,3,6,6,21
134255,19,6,9,9,0,PM,13,13,72,4,3.0,5,0,0,38,H,2,1,3,3,215
0619GL011,19,6,10,9,15,PM,1,19,69,4,1.0,4,2309,16,7,H,2,1,5,5,193
0619GL026,19,6,19,3,11,AM,1,19,64,4,3.0,38,15268,104,102,E,1,5,3,3,171
HL1219111,19,12,23,4,25,PM,1,19,40,2,1.0,5,2882,0,119,T,2,1,2,2,57
133247,19,3,17,10,10,PM,1,17,34,4,1.0,6,2261,15,5,M,2,1,1,1,31
133985,19,5,18,10,0,PM,12,17,63,4,1.0,0,0,1,0,H,2,1,3,3,115
201909051,19,9,5,11,56,AM,1,17,79,2,1.0,0,0,0,0,E,2,1,3,3,163
20190912,19,9,12,11,40,AM,1,17,92,2,1.0,0,0,0,0,T,2,1,3,3,163
1119MA009,19,11,4,3,45,AM,1,17,48,4,1.0,2,7090,76,39,T,2,1,2,2,163
136032,19,11,1,2,8,AM,1,17,28,4,1.0,7,0,34,0,T,2,1,2,2,115
136146,19,11,10,3,50,PM,1,17,45,2,1.0,6,6500,50,0,T,4,1,9,9,147
20191122,19,11,22,5,30,AM,1,17,35,1,1.0,4,0,65,0,M,2,1,7,7,163
14328,19,12,26,1,30,PM,5,17,50,2,1.0,0,0,5,0,H,4,1,7,7,31
CH0619112,19,6,16,5,0,PM,12,17,80,3,1.0,4,2658,18,26,M,2,1,3,2,95
2019071782,19,12,7,5,15,PM,11,17,40,3,1.0,0,0,0,0,E,2,1,3,3,197
IR192473,19,5,9,11,44,AM,7,17,55,2,1.0,9,0,0,0,M,1,1,3,3,99
20190429,19,4,29,7,30,PM,1,17,71,3,1.0,0,0,0,0,T,2,1,3,3,163
14268,19,6,9,12,40,PM,1,17,70,2,1.0,7,0,0,10,H,2,1,4,4,31
192408,19,2,23,10,30,PM,1,17,38,4,3.0,15,0,0,99,M,1,1,3,3,141
1119PR015,19,11,25,3,45,AM,1,17,38,4,1.0,10,5281,30,38,H,2,1,4,3,31
20190803,19,8,3,2,53,AM,1,17,70,4,1.0,0,0,0,0,H,2,1,3,3,163
20191104,19,11,4,3,45,AM,1,17,40,4,1.0,0,0,0,0,H,2,1,3,3,163
0919GL020,19,9,13,6,21,PM,1,19,69,3,1.0,5,3050,18,19,H,2,1,3,3,127
14271,19,6,15,6,23,AM,1,17,65,1,1.0,0,0,0,0,M,2,1,3,3,31
0419GL041,19,4,26,1,21,AM,1,17,53,4,3.0,2,7880,43,28,M,2,1,1,1,31
0419MA045,19,4,17,11,30,PM,1,17,67,4,3.0,6,0,0,0,H,2,1,1,1,163
132449,19,1,16,1,20,PM,12,13,57,2,1.0,9,0,23,10,M,2,1,6,6,21
132505,19,1,19,1,30,PM,1,13,72,2,3.0,1,0,13,0,H,2,1,5,5,257
133339,19,3,25,3,30,AM,12,13,55,4,2.0,6,0,4,22,H,2,1,4,4,121
135011,19,8,7,7,0,AM,7,13,85,1,2.0,55,10,18,1,M,1,4,3,3,139
136335,19,11,27,7,45,AM,12,13,68,1,1.0,0,0,1,0,H,2,1,3,3,95
136335,19,11,27,7,45,AM,12,13,68,1,1.0,4,0,1,0,H,2,1,2,2,95
135467,19,9,12,4,50,PM,13,13,95,3,2.0,2,412,3,0,H,2,1,5,5,135
180577,19,1,2,8,20,PM,12,13,29,4,1.0,4,0,7,1,M,2,1,3,3,299
132320,19,1,6,8,13,PM,1,13,50,4,1.0,47,4360,50,53,T,1,4,4,4,163
0219GP021,19,2,7,2,31,PM,1,19,7,2,2.0,40,23262,185,18,H,1,4,8,8,73
0219GP029,19,2,13,8,0,AM,7,19,4,2,2.0,39,8270,54,38,M,1,3,4,4,193
HL0419112,19,4,16,3,30,AM,1,5,62,4,1.0,40,19170,135,0,E,1,4,6,6,31
0519MA012,19,5,8,4,0,AM,12,5,66,1,2.0,10,248,2,0,M,2,1,4,3,119
0519MA012,19,5,8,4,0,AM,12,5,66,1,2.0,0,124,1,0,M,2,1,3,3,119
0519MA023,19,5,12,7,20,AM,1,5,60,2,2.0,4,0,0,0,H,2,1,8,3,69
0519MA031,19,5,13,8,31,PM,1,5,69,4,1.0,37,9415,53,83,T,1,5,8,8,95
0519MA042,19,5,18,7,10,PM,1,5,63,3,3.0,0,0,0,0,E,1,5,3,3,91
D20190906A,19,9,6,4,0,PM,1,1,87,3,1.0,0,0,0,0,E,2,1,3,3,97
184097,19,7,12,5,56,PM,7,1,74,2,1.0,38,5593,51,14,M,1,3,3,3,109
134294,19,6,11,11,30,AM,4,1,85,2,1.0,9,2000,21,0,H,2,1,3,2,97
HL0819112,19,8,12,11,25,AM,9,1,95,2,1.0,35,3361,79,0,M,1,4,5,5,127
1219RM017,19,12,26,3,35,AM,1,56,26,4,6.0,63,3372,36,2,E,1,6,5,5,7
0419MA051,19,4,21,3,5,AM,12,5,53,4,1.0,5,7225,25,119,H,2,1,9,3,69
185109,19,9,3,7,21,PM,1,1,85,3,1.0,4,0,47,3,S,2,1,4,3,73
134575,19,7,3,1,30,AM,1,1,72,4,1.0,3,0,0,0,H,2,1,2,3,73
133557,19,4,13,1,10,AM,1,1,68,4,1.0,7,0,6,7,M,2,1,3,3,73
0419MA048,19,4,19,1,33,PM,1,5,57,2,2.0,8,10052,64,57,E,1,4,6,6,119
0419MA054,19,4,21,5,25,PM,9,5,79,2,1.0,4,138,2,4,M,2,1,1,3,119
0419MA066,19,4,24,10,0,PM,1,5,65,4,3.0,7,7053,49,15,T,2,1,4,4,91
0819MA019,19,8,9,10,18,AM,12,5,79,2,2.0,2,80,0,2,H,2,1,2,3,119
0819MA019,19,8,9,10,18,AM,12,5,79,2,2.0,5,4372,17,69,H,2,1,9,9,119
0719MA051,19,7,26,6,30,PM,9,5,85,3,2.0,8,242,2,0,M,2,1,3,3,119
0519MA067,19,5,30,2,56,AM,11,5,66,4,2.0,75,8463,59,0,M,1,5,9,9,19
0319MA015,19,3,9,8,0,PM,1,5,59,4,1.0,6,3273,19,43,E,2,1,5,3,69
0619TO006,19,6,1,1,28,PM,11,48,72,2,1.0,20,7578,54,30,E,1,3,4,4,439
0619TO016,19,6,10,1,25,PM,11,48,63,2,2.0,40,5413,24,95,E,1,4,4,4,317
19061401,19,6,14,8,10,PM,1,48,80,3,1.0,4,9441,67,32,H,2,1,4,4,245
20190313,19,3,13,9,5,PM,1,48,55,3,1.0,0,0,0,0,H,4,1,3,3,201
RD0419103,19,4,3,4,15,AM,1,48,51,1,1.0,28,9229,68,16,H,1,3,6,6,367
183183,19,5,26,4,10,PM,1,1,81,2,1.0,7,14320,103,0,T,2,1,9,9,73
133840,19,5,6,9,51,AM,1,1,75,2,1.0,47,18653,130,0,T,1,5,7,7,71
135376,19,9,3,4,0,PM,1,1,87,3,1.0,7,305,3,40,H,1,3,6,6,131
135453,19,9,11,9,15,AM,1,1,92,2,1.0,3,1116,12,90,H,2,1,10,10,73
0119MA008,19,1,10,1,40,PM,7,5,50,2,1.0,18,942,2,5,M,4,2,7,7,27
KRR497519,19,10,18,9,30,PM,1,5,57,4,1.0,5,1747,10,3,T,4,1,5,5,57
0719MA036,19,7,19,6,39,AM,7,5,75,1,1.0,48,5955,98,0,M,1,4,5,5,27
0219MA032,19,2,13,4,40,AM,1,5,34,1,1.0,3,8805,62,0,H,4,1,4,4,119
0219MA037,19,2,20,1,43,AM,1,5,39,4,3.0,4,4071,32,0,T,2,2,3,3,59
D63120619,19,12,6,4,0,PM,1,12,78,2,1.0,4,0,15,0,H,2,1,6,2,86
135584,19,9,22,5,30,PM,1,13,85,3,1.0,5,0,0,0,H,2,1,1,1,313
SAP446419,19,7,16,12,30,PM,7,13,98,2,1.0,10,0,0,0,M,2,1,1,1,51
184564,19,8,3,5,42,PM,3,13,86,3,1.0,22,0,0,0,H,1,3,9,9,135
WLP0220192,19,2,20,12,57,PM,12,19,30,2,6.0,7,4301,4,119,H,2,1,10,10,13
2019049,19,11,21,6,5,AM,1,19,53,4,3.0,9,673,4,0,T,2,3,1,1,153
1119GL003,19,11,2,5,56,PM,1,19,46,2,1.0,5,3821,27,10,H,2,1,3,3,15
HL1119107,19,11,13,3,1,AM,1,19,15,4,1.0,41,19028,134,0,T,1,4,6,6,137
1019GL003,19,10,4,5,27,PM,1,19,58,2,1.0,40,14796,97,59,E,1,4,2,2,169
14227,19,2,2,6,0,AM,1,17,20,4,1.0,3,0,26,11,H,2,1,7,7,31
CH0219114,19,2,16,10,23,AM,4,17,15,2,6.0,2,0,0,0,H,2,1,3,3,31
19010,19,5,9,8,25,PM,1,17,60,4,1.0,4,0,53,70,T,2,1,5,5,163
136345,19,11,27,11,35,AM,1,17,45,2,1.0,4,0,12,7,T,1,1,3,3,119
2518,19,5,16,8,16,AM,1,17,71,2,1.0,2,2709,5,38,S,2,1,9,9,31
136490,19,12,12,3,0,PM,1,18,38,2,1.0,11,2066,43,52,H,2,1,3,3,3
187005,19,12,8,2,39,PM,5,18,55,2,2.0,8,12715,113,8,H,2,1,7,7,97
21119,19,2,11,10,30,AM,1,18,30,2,5.0,0,0,5,2,E,4,1,3,3,97
133136,19,3,8,11,24,AM,1,18,37,2,1.0,46,1605,3,50,E,1,5,3,3,91
134260,19,6,10,4,20,AM,1,18,72,1,3.0,7,6691,52,0,T,2,1,2,2,157
997544,19,5,3,5,50,AM,12,18,50,1,1.0,12,129,1,0,H,2,1,6,3,89
312201901,19,3,12,10,30,AM,7,18,54,2,1.0,0,0,0,0,M,1,4,3,3,143
181553,19,2,23,11,2,PM,7,18,44,4,2.0,0,0,0,0,M,1,3,3,3,63
132955,19,2,23,12,5,PM,13,18,42,2,2.0,2,0,22,18,H,2,1,4,3,39
184040,19,7,10,8,33,PM,4,18,85,4,1.0,8,0,43,11,H,2,1,1,3,97
N1900005,19,1,30,3,50,AM,12,18,-20,4,1.0,50,0,0,0,T,1,3,1,1,89
KS1219108,19,12,15,1,10,AM,1,20,28,4,6.0,48,5167,38,2,E,1,5,3,3,115
0919HL019,19,9,19,10,15,PM,12,20,78,4,1.0,4,3172,0,2,H,2,1,7,3,209
0319HL031,19,3,25,8,30,PM,1,20,51,4,2.0,3,127,1,0,E,2,1,5,3,209
185981,19,10,14,9,30,PM,1,21,52,4,1.0,4,0,12,33,E,2,1,5,5,89
1021268,19,12,13,12,0,PM,1,22,59,2,2.0,10,1696,12,3,T,2,2,5,5,5
996125,19,4,27,1,0,AM,1,22,54,4,1.0,9,0,0,0,H,2,1,6,6,5
996125,19,4,27,1,0,AM,1,22,54,4,1.0,7,445,30,0,H,2,1,5,5,5
158411,19,4,9,7,40,PM,4,25,40,4,1.0,0,0,0,0,H,1,3,3,3,25
1000199,19,5,30,1,50,PM,7,26,65,2,1.0,17,5226,35,25,M,1,2,10,10,41
69187,19,3,9,9,0,AM,1,26,25,2,2.0,12,0,0,0,M,4,2,2,2,103
133393,19,3,30,5,45,PM,12,26,35,3,2.0,5,30000,37,26,H,2,1,7,7,163
HES191719D,19,10,1,2,10,AM,1,26,70,4,2.0,10,3497,24,4,E,1,1,7,7,157
162074,19,11,23,11,54,PM,7,26,32,4,1.0,65,0,0,0,M,1,4,7,7,163
135915,19,10,22,9,5,PM,13,26,51,4,3.0,5,1234,0,39,H,2,1,5,5,163
135536,19,9,18,1,0,AM,1,26,65,4,1.0,6,7667,99,2,T,2,2,9,9,163
TC0619102,19,6,6,2,32,PM,13,27,90,2,1.0,0,0,0,0,H,1,2,3,3,53
MNA411919,19,5,17,3,25,AM,1,29,62,4,1.0,8,4730,29,32,E,1,1,8,8,209
HL0319106,19,3,8,5,55,AM,1,29,40,1,1.0,4,0,0,0,H,2,1,6,6,77
HL0619114,19,6,23,10,10,PM,1,29,73,4,1.0,7,21435,150,0,T,2,1,3,3,95
135316,19,8,29,3,42,PM,1,29,86,2,2.0,4,4158,57,2,M,2,1,2,2,183
HL1019123,19,10,28,2,10,AM,1,29,45,4,1.0,10,5543,31,52,M,2,1,3,3,127
MT0419101,19,4,2,3,45,PM,9,30,50,2,1.0,10,74,1,0,H,1,4,3,3,53
MT0419101,19,4,2,3,45,PM,9,30,50,2,1.0,0,5,0,1,H,1,4,3,3,53
MT0419101,19,4,2,3,45,PM,9,30,50,2,1.0,0,15,0,1,H,1,4,3,3,53
2019118,19,10,16,3,50,AM,1,30,35,4,1.0,8,2700,14,30,H,2,1,1,1,49
2019107,19,9,22,12,50,PM,1,30,75,2,1.0,13,17466,123,0,E,1,2,2,2,49
MT1019201,19,10,2,2,11,PM,7,30,40,2,3.0,50,6075,83,0,M,1,5,4,4,85
MT0919101,19,9,1,8,45,AM,4,30,68,1,1.0,8,0,0,0,H,2,1,1,1,21
MT0919101,19,9,1,8,45,AM,4,30,68,1,1.0,0,3678,23,28,H,2,1,1,1,21
2019012,19,1,29,12,50,PM,1,30,24,2,2.0,30,17827,125,0,H,1,3,5,5,31
MT1119103,19,11,14,8,50,PM,1,30,38,3,1.0,10,17309,123,2,H,3,1,10,10,111
MT0419107,19,4,20,11,10,PM,4,30,43,4,3.0,9,1076,3,18,H,4,1,7,7,13
MT0419107,19,4,20,11,10,PM,4,30,43,4,3.0,0,2692,20,2,H,4,1,3,3,13
2019056,19,4,26,1,44,AM,3,30,40,4,1.0,8,0,0,0,H,2,1,4,4,67
2019056,19,4,26,1,44,AM,3,30,40,4,1.0,0,0,0,0,H,2,1,3,3,67
2019102,19,9,7,5,10,AM,4,30,55,4,2.0,0,5247,2,109,H,2,1,1,1,63
2019102,19,9,7,5,10,AM,4,30,55,4,2.0,12,0,0,0,H,2,1,6,6,63
2019091,19,8,2,4,25,AM,1,30,55,4,1.0,24,3474,13,59,M,1,2,7,7,63
2019093,19,8,5,4,0,PM,1,30,90,2,1.0,10,16445,115,0,T,2,1,9,9,49
MT0819108,19,8,25,3,0,AM,1,30,50,4,1.0,10,3532,0,114,H,2,2,10,10,41
MT0819201,19,8,17,5,49,PM,7,30,60,3,1.0,66,4720,67,0,M,1,5,4,4,85
MT1219104,19,12,15,2,0,AM,1,30,10,4,1.0,10,16031,113,0,H,1,2,1,1,41
HL0719202,19,7,10,9,55,PM,7,28,81,4,1.0,34,4644,38,0,M,1,4,9,9,115
CAG518019,19,11,26,4,45,AM,1,28,45,4,1.0,10,10499,72,43,T,4,1,8,8,87
994355,19,4,11,12,18,PM,7,28,81,2,1.0,0,0,0,0,M,1,4,3,3,29
1004834,19,7,8,7,15,PM,4,28,90,2,1.0,4,700,7,1,H,2,1,2,2,49
1004834,19,7,8,7,15,PM,4,28,90,2,1.0,4,0,1,0,H,2,1,3,3,49
19062702,19,6,27,12,15,PM,1,28,90,2,1.0,8,7560,47,51,T,1,4,5,5,75
135541,19,6,27,12,15,PM,1,28,90,2,1.0,0,0,0,0,T,1,4,3,3,75
19092602,19,9,26,6,10,PM,12,28,90,2,1.0,1,128,1,0,E,2,1,6,6,75
133907,19,5,11,6,15,AM,1,28,72,1,3.0,38,6649,17,142,T,1,4,6,6,109
19060602,19,6,6,10,15,AM,12,28,80,2,1.0,1,5423,38,18,H,2,1,3,3,121
19060602,19,6,6,10,15,AM,12,28,80,2,1.0,2,116,4,0,H,2,1,3,3,121
CAG419119,19,5,29,10,45,PM,1,28,80,4,1.0,5,5525,29,55,T,1,1,7,7,83
158461,19,4,11,12,18,PM,7,28,81,2,1.0,70,0,0,0,M,1,4,1,3,29
19070202R1,19,2,7,1,36,PM,1,28,82,2,3.0,5,520,40,0,T,1,1,6,6,23
1020010,19,11,28,10,15,AM,1,28,60,2,1.0,9,2451,10,35,H,2,1,3,3,49
134566,19,7,2,5,45,PM,1,28,86,3,1.0,0,0,0,0,H,2,1,3,3,3
160663,19,8,16,3,10,PM,7,28,95,2,1.0,77,0,0,0,M,1,4,2,4,49
GR121919,19,12,19,4,45,PM,1,28,40,3,1.0,14,700,0,0,T,1,2,1,1,107
1000946766,19,2,28,10,0,AM,12,29,23,2,2.0,4,0,0,13,H,2,1,4,4,95
1000946766,19,2,28,10,0,AM,12,29,23,2,2.0,1,0,7,1,H,2,1,4,4,95
136549,19,12,17,6,10,PM,1,28,36,3,1.0,0,0,0,0,H,2,1,3,3,3
19092601,19,9,26,6,10,PM,12,28,90,2,1.0,0,1650,12,3,M,2,1,3,3,75
134807,19,7,22,1,0,PM,7,28,90,2,1.0,0,0,0,0,M,1,4,3,3,75
19012601,19,1,26,5,15,AM,12,28,29,4,1.0,7,818,0,20,H,2,1,8,8,87
19012601,19,1,26,5,15,AM,12,28,29,4,1.0,0,1824,13,4,H,2,1,3,3,87
19070203,19,7,2,5,45,PM,1,28,86,3,1.0,5,2688,20,18,H,2,1,2,2,3
1009562,19,8,16,3,10,PM,7,28,95,2,1.0,0,0,0,0,M,1,4,3,3,49
19072903,19,7,29,4,29,PM,1,28,90,2,1.0,8,10496,65,66,T,4,1,2,2,87
19121701,19,12,17,6,10,PM,1,28,36,4,1.0,2,3551,27,19,H,2,1,5,3,3
1119HL004,19,11,4,1,50,AM,13,29,48,4,1.0,40,13200,100,0,E,1,4,2,2,159
135137,19,8,17,12,45,AM,1,29,74,4,1.0,7,545,0,10,T,4,1,3,3,183
135039,19,8,8,4,56,PM,1,29,85,3,1.0,4,1823,24,0,T,2,1,1,1,183
HL0319121,19,3,25,12,38,AM,3,29,50,4,1.0,6,1056,6,13,H,2,1,10,10,47
HL0319121,19,3,25,12,38,AM,3,29,50,4,1.0,0,1595,11,15,H,2,1,3,3,47
HL1119105,19,11,11,11,0,AM,1,29,25,2,2.0,5,0,0,0,M,2,1,4,4,127
CH1119113,19,11,19,5,34,AM,1,29,44,1,1.0,11,12121,77,41,E,1,4,6,6,127
1019HL042,19,10,23,1,0,AM,13,29,48,4,1.0,0,53,0,2,M,2,1,3,3,95
0919MA019,19,9,8,5,25,PM,9,29,81,2,2.0,0,0,0,0,M,1,4,3,3,71
0919ME008,19,9,9,1,0,PM,13,29,88,2,1.0,1,0,0,0,H,2,1,7,3,99
0819HL031,19,8,19,4,31,AM,1,29,76,1,1.0,13,11197,110,40,H,1,2,9,9,95
0819HL008,19,8,6,7,13,PM,1,29,84,3,1.0,33,15679,116,84,H,1,3,8,8,37
0819HL009,19,8,5,3,42,PM,1,29,90,2,2.0,25,11160,76,47,E,1,4,10,10,95
0819HL015,19,8,13,8,31,PM,11,29,80,4,1.0,30,9704,65,29,M,1,4,7,7,117
0819HL006,19,8,6,7,45,PM,1,29,88,3,1.0,2,4931,9,18,M,2,1,3,3,95
HL0919119,19,9,23,8,10,AM,9,29,58,1,4.0,36,3111,0,125,M,1,4,3,3,21
MNA459619,19,7,3,11,36,AM,11,29,74,2,1.0,33,7510,58,5,E,1,4,3,3,95
134594,19,7,5,1,22,AM,1,29,72,4,2.0,5,1339,20,0,T,2,1,5,5,183
1000997254,19,5,22,5,20,PM,1,29,75,2,2.0,6,3200,16,35,H,2,1,3,3,95
0519MA034,19,5,16,11,20,AM,1,29,79,2,1.0,7,2376,19,0,T,4,1,3,3,187
HL0819126,19,8,23,5,40,AM,1,29,70,1,3.0,8,1085,7,7,H,3,3,2,2,91
HL0819130,19,8,26,4,39,AM,1,29,75,1,1.0,5,19305,135,0,M,2,1,4,4,47
UP081919,19,8,19,4,31,AM,1,29,76,1,1.0,0,0,0,0,H,1,2,3,3,95
CH0919108,19,9,24,12,15,PM,6,29,78,2,1.0,10,21459,150,0,E,1,2,3,3,121
0719HL018,19,7,25,1,45,PM,1,29,84,2,2.0,3,9805,13,14,T,2,1,5,3,95
0719HL020,19,7,25,7,19,AM,1,29,66,2,1.0,50,15045,106,0,T,1,4,4,4,129
HL0819107,19,8,7,3,10,PM,4,29,81,2,1.0,5,15,0,1,H,2,1,8,3,95
HL0819107,19,8,7,3,10,PM,4,29,81,2,1.0,0,10598,68,50,H,2,1,7,7,95
19052202,19,5,22,5,20,PM,1,29,75,2,2.0,0,0,0,0,H,2,1,3,3,95
MNA475119,19,9,1,11,55,PM,1,29,68,4,1.0,7,2500,0,18,T,2,1,3,3,217
0319HL018,19,3,7,10,45,AM,1,29,29,2,2.0,0,45,23,0,M,3,1,3,3,117
0319HL024,19,3,17,4,0,AM,1,29,38,1,1.0,4,9935,75,57,T,2,1,1,1,95
0819MA032,19,8,19,6,13,AM,7,29,71,1,1.0,0,0,0,0,M,1,4,3,3,221
0219HL033,19,2,21,2,28,PM,11,29,26,2,2.0,0,18733,131,0,E,1,3,3,3,95
0919HL016,19,9,14,1,52,AM,1,29,67,4,1.0,3,7982,37,106,T,2,1,1,3,95
0919HL016,19,9,14,1,52,AM,1,29,67,4,1.0,0,6589,49,83,T,2,1,3,3,95
0919HL015,19,9,13,1,58,PM,1,29,73,2,1.0,7,4329,21,37,H,2,1,7,3,95
0919HL016,19,9,14,1,52,AM,1,29,67,4,1.0,0,1389,0,23,T,2,1,3,3,95
0919HL008,19,9,6,3,40,PM,12,29,86,2,1.0,4,2837,22,0,H,2,1,8,3,95
0919HL008,19,9,6,3,40,PM,12,29,86,2,1.0,2,2575,14,19,H,2,1,1,3,95
160693,19,8,19,6,13,AM,7,29,71,1,1.0,58,0,0,0,M,1,4,7,7,221
HL1219113,19,12,26,6,30,AM,1,29,37,1,2.0,5,330,3,0,H,2,1,10,10,95
157165,19,1,12,12,29,PM,1,29,29,2,6.0,10,0,0,0,H,2,1,5,5,127
132616,19,1,27,8,45,PM,13,29,45,4,1.0,5,0,0,0,H,2,1,5,3,47
133421,19,4,1,11,45,PM,1,29,72,4,1.0,6,0,21,1,H,4,1,2,2,183
132817,19,2,12,1,30,PM,1,29,38,2,1.0,5,601,5,0,T,2,1,5,3,47
MNA475119,19,9,1,11,55,PM,1,29,68,4,1.0,0,0,0,1,T,2,1,3,3,217
TC0519105,19,5,12,2,0,PM,1,27,57,2,1.0,10,16445,115,0,T,1,1,5,5,11
TC0719202,19,7,24,4,51,PM,7,27,85,2,1.0,26,10805,102,0,M,1,4,5,5,117
TCW021919A,19,2,19,11,58,AM,7,27,10,2,2.0,20,3990,0,114,M,1,3,9,9,129
TC0119116,19,1,22,3,0,AM,4,27,8,4,6.0,4,2445,11,33,H,2,1,3,3,53
TC0119116,19,1,22,3,0,AM,4,27,8,4,6.0,4,3584,24,16,H,2,1,3,3,53
0119GL028,19,1,20,10,0,AM,12,27,1,2,1.0,0,6192,0,48,H,2,1,5,5,13
0119GL028,19,1,20,10,0,AM,12,27,1,2,1.0,4,2977,22,0,H,2,1,3,3,13
0319GL048,19,3,15,4,39,AM,1,27,29,1,2.0,29,2823,0,110,M,1,3,7,4,79
TC0719104,19,7,5,6,5,AM,1,27,70,1,1.0,4,14232,100,0,H,2,1,4,4,123
1001024244,19,7,5,6,5,AM,1,27,70,1,1.0,4,14228,100,0,H,2,1,11,11,123
0519GL037,19,5,28,8,28,AM,1,27,46,2,2.0,7,18349,130,0,T,1,1,9,9,123
0619GL035,19,6,6,2,30,PM,13,27,90,2,1.0,15,0,0,0,H,1,2,7,3,53
TC0419107,19,4,15,11,45,PM,1,27,55,4,1.0,4,6690,39,57,T,2,1,3,7,3
1000947630,19,3,1,1,6,PM,1,27,12,2,1.0,33,16814,129,0,T,1,3,7,7,41
TC0919106,19,9,14,6,19,AM,1,27,60,1,1.0,4,8156,41,80,H,2,1,8,8,3
TC0919107,19,9,15,3,50,PM,1,27,65,2,1.0,5,2010,15,0,T,4,1,3,3,61
0819GL012,19,8,5,2,0,AM,1,27,73,4,1.0,7,5521,38,15,T,2,1,2,2,123
TC0319115,19,3,13,3,20,PM,1,27,37,2,3.0,4,13498,97,21,H,2,1,10,10,3
TC0319128,19,3,28,7,15,AM,1,27,25,1,1.0,0,8082,56,0,H,4,1,3,3,117
TC0319128,19,3,28,7,15,AM,1,27,25,1,1.0,5,8082,56,0,H,4,1,11,11,117
1219GL010,19,12,5,9,37,AM,1,27,28,2,2.0,9,3845,27,15,T,2,1,3,3,53
TC0419110,19,4,18,8,15,AM,1,27,55,2,1.0,5,4395,31,11,H,2,1,3,1,53
TC0919110,19,9,20,1,1,AM,1,27,65,4,1.0,10,5533,73,0,H,2,1,5,5,123
1001074269,19,9,21,2,20,PM,1,27,85,2,1.0,4,0,0,0,T,2,1,2,2,131
9212019,19,9,21,2,20,PM,1,27,85,2,1.0,4,0,0,0,T,2,1,3,3,131
0819GL040,19,8,29,1,25,AM,12,27,57,4,1.0,6,2115,9,26,H,2,1,3,3,139
0819GL040,19,8,29,1,25,AM,12,27,57,4,1.0,1,4356,27,8,H,2,1,3,3,139
1019GL011,19,10,11,3,45,PM,1,27,40,2,2.0,3,0,0,0,T,4,1,6,5,37
1021157,19,12,12,9,38,AM,1,26,38,2,1.0,10,13236,129,23,E,1,2,3,3,163
MQT280719D,19,12,18,11,44,AM,1,26,9,2,6.0,6,1287,9,0,T,2,1,2,2,105
185942,19,10,11,8,33,PM,1,26,57,4,3.0,4,0,32,71,T,2,1,5,3,163
132323,19,1,7,1,30,AM,1,26,33,4,2.0,9,0,0,41,E,2,1,2,3,163
157343,19,1,25,9,30,AM,7,26,-3,2,1.0,110,0,0,0,M,1,6,1,1,21
HES061019D,19,5,29,4,30,PM,1,26,67,2,2.0,9,1402,8,14,E,2,1,9,9,155
190315002,19,3,15,3,0,AM,1,26,40,4,1.0,5,935,14,2,H,2,1,4,4,115
132307,19,1,4,2,38,AM,1,26,32,4,1.0,5,4088,22,26,T,1,1,4,4,163
187141,19,12,15,10,10,AM,1,26,20,2,6.0,6,0,10,6,H,2,1,3,3,81
162105,19,11,27,8,47,PM,9,26,36,4,3.0,77,0,0,0,M,1,4,4,4,75
989354,19,2,27,9,0,AM,1,26,3,2,6.0,6,0,5,37,M,2,1,3,3,109
176462,19,9,24,8,15,PM,12,23,52,4,1.0,2,0,0,0,H,1,2,6,6,21
155827,19,5,21,11,23,PM,1,23,40,4,1.0,10,0,52,0,T,1,1,4,4,3
144574,19,2,15,6,35,AM,1,23,5,1,2.0,10,6590,41,42,T,1,1,7,7,19
163332,19,7,7,2,40,PM,1,23,0,2,1.0,5,3833,36,0,T,1,1,7,7,3
6222019,19,6,22,9,5,PM,1,23,60,3,1.0,24,0,22,21,E,1,2,5,5,25
176462,19,9,24,8,15,PM,12,23,52,4,1.0,2,8063,50,57,H,1,2,3,3,21
157344,19,1,27,1,4,AM,1,24,21,4,1.0,0,0,0,0,E,1,1,3,3,5
186349,19,11,1,1,6,AM,1,26,34,4,2.0,6,9269,56,77,T,2,1,2,2,163
157213,19,1,14,8,40,AM,5,25,20,2,1.0,5,0,0,1,H,2,1,2,3,25
19139,19,6,26,3,51,PM,7,25,84,2,1.0,31,0,0,0,M,1,3,1,1,25
19036,19,2,7,1,40,AM,13,25,28,4,3.0,2,0,0,0,E,2,1,4,4,25
19246,19,12,6,11,31,PM,1,25,34,4,1.0,8,0,0,0,H,2,1,5,5,25
19269,19,12,26,3,40,PM,1,25,35,2,2.0,9,0,0,0,H,1,4,2,2,25
0319GC050,19,3,20,10,3,PM,1,22,56,4,2.0,0,4487,2,92,E,1,4,3,3,31
0319GC050,19,3,20,10,3,PM,1,22,56,4,2.0,0,5771,29,59,E,1,4,7,7,31
RD1019116,19,10,23,12,30,PM,12,22,70,2,1.0,10,910,7,0,H,2,1,6,6,53
1219GC030,19,12,30,8,54,PM,12,22,46,4,1.0,4,130,1,0,S,2,1,5,3,77
19120101,19,12,1,8,55,AM,1,22,60,2,1.0,10,1517,9,16,H,2,1,1,1,115
